followers,following,is_public,post_count,story_freq,city_tier,party_freq,cafe_freq,travel_freq,gym_freq,is_influencer,dm_open,toxic_ex,daddy_issues,mommy_issues,therapy_issues,situationship_lore,soft_launch_history,astrology_phase,friend_circle_size,spotify_vibe,random_chaos,bio_type,body_count
13197,283,0,763,5,3,2,0,2,0,0,1,1,0,1,0,0,1,1,2,1,0.10194815794627299,0,11
11447,2669,0,319,2,2,1,5,2,1,0,1,1,1,0,0,1,1,1,3,2,0.8228934416290794,1,14
6081,1527,0,336,3,2,1,0,1,2,0,1,0,0,1,0,1,0,1,3,1,0.41151456709579004,1,13
4293,1643,0,157,2,2,2,0,2,3,1,0,1,1,0,0,0,0,1,1,0,0.0021627789052951485,1,8
13697,820,0,326,3,1,0,4,3,5,1,1,0,1,1,0,0,1,0,1,1,0.28374636907908046,0,14
11384,2398,0,660,4,2,0,1,0,1,0,1,1,1,1,1,0,1,0,3,1,0.7878084791602766,0,14
11546,355,1,64,1,3,0,3,2,0,0,0,1,0,0,0,1,1,0,3,0,0.18475335683083827,2,17
9599,51,0,368,0,2,2,4,3,3,0,1,0,0,0,0,0,1,1,3,2,0.5682285908860519,2,11
2763,320,0,3,1,2,1,3,2,3,0,0,0,0,0,0,0,0,1,3,3,0.6694272998191955,0,5
4235,470,1,685,2,2,4,2,0,5,1,1,1,0,1,1,0,1,0,3,1,0.6843693698054629,0,14
9599,2797,1,647,2,1,1,5,0,2,0,0,0,1,1,1,1,1,0,1,2,0.00833966948064202,0,14
12536,913,1,755,4,2,0,1,2,0,0,1,0,0,0,1,1,1,1,3,1,0.4766101459696034,0,14
7378,1926,1,59,2,1,2,3,3,4,1,0,1,1,1,1,0,0,0,1,3,0.3447803698776054,1,16
4683,1059,1,44,5,3,2,3,4,3,0,0,1,0,0,0,1,1,0,2,3,0.5602943497224104,0,14
3242,2976,1,583,3,1,4,1,1,3,0,1,0,1,0,1,1,0,0,3,1,0.1687468805243958,0,15
350,2789,1,606,5,2,1,2,2,1,0,0,1,0,1,1,1,0,1,2,4,0.14309635360941086,2,12
773,2964,0,542,1,1,0,2,3,2,0,0,1,1,0,0,1,0,1,1,3,0.7840010030464394,1,9
5744,1110,0,155,2,1,4,3,0,4,1,1,0,0,0,1,1,0,1,3,2,0.35893544615928563,0,15
3060,156,0,751,4,2,0,1,3,0,1,1,0,1,0,1,1,0,0,2,3,0.04640515617887708,1,11
5605,1898,1,63,0,3,1,0,2,0,0,0,1,1,1,1,1,1,1,1,1,0.9395783473076366,0,17
117,2378,0,420,5,2,4,0,3,1,0,1,0,1,0,0,0,0,0,1,2,0.6965748667768294,2,8
12078,1183,1,322,1,1,0,5,3,4,1,1,0,0,1,1,0,0,1,1,1,0.9754504306425799,1,15
12235,598,0,108,4,2,3,4,2,0,1,1,0,0,0,0,1,0,0,3,1,0.023328491729771583,0,15
2556,2649,1,462,4,1,2,5,2,3,1,1,0,0,1,0,0,0,1,3,3,0.45410194635317447,0,11
1587,1670,0,579,1,2,1,1,4,5,0,1,1,1,1,0,0,0,1,1,1,0.5142486298216127,2,9
447,1887,0,546,4,1,2,2,2,3,1,1,0,1,0,1,1,1,1,1,0,0.4081002437442155,0,14
12957,2285,0,250,0,3,0,4,5,1,1,0,1,0,0,1,0,1,1,2,4,0.2974899387933829,2,14
11599,2849,0,509,0,1,4,2,0,0,1,1,0,0,0,0,0,1,1,2,2,0.061138534328561756,0,15
5730,2967,0,547,2,1,0,4,3,1,1,0,1,0,0,0,1,1,1,2,4,0.19825283749282363,0,17
9405,1561,0,440,3,3,5,2,0,5,0,0,0,1,0,1,1,0,0,3,1,0.6128367781891629,1,11
4875,1427,0,453,2,3,3,3,5,1,1,0,1,1,1,0,0,0,1,2,2,0.09676145782137091,0,11
8797,68,1,643,3,1,3,2,1,2,1,0,1,1,1,1,0,1,1,3,3,0.2373055331696471,0,18
6098,908,1,733,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.12466396636090571,0,16
3711,1466,0,678,4,2,2,4,2,0,0,0,0,1,0,1,0,0,1,3,4,0.6412462453407218,2,8
9993,1334,0,273,2,2,5,0,3,1,0,0,1,1,0,0,0,1,0,2,0,0.7975240031505688,1,12
2991,459,0,59,4,3,0,3,2,1,1,1,1,0,0,1,0,1,1,3,2,0.3849531393558383,0,11
10899,1476,0,341,2,1,5,5,4,5,1,0,0,1,1,1,0,1,0,3,3,0.731828272463862,1,15
11037,1743,1,393,2,1,3,2,0,3,1,1,0,0,0,1,0,0,0,1,4,0.3077550003806193,0,16
10571,2581,1,112,0,1,4,0,2,2,1,0,0,1,0,0,1,0,0,1,0,0.5192785747664589,0,18
7117,673,0,220,3,2,0,5,4,1,1,1,1,0,0,1,1,0,0,3,4,0.506160327932516,1,15
5141,705,0,790,1,3,1,5,0,0,0,1,1,1,0,1,1,1,1,2,4,0.6411019828296459,1,17
10201,817,0,67,4,3,4,5,2,2,1,1,1,1,0,1,0,0,1,3,1,0.912618264366918,2,18
1651,67,0,314,2,3,2,4,2,0,1,1,1,1,0,1,0,0,0,2,0,0.38819882636355874,0,9
11035,2281,1,466,4,1,1,3,2,2,0,0,0,1,0,0,1,1,0,1,4,0.8300028176959094,1,16
1530,2502,1,262,0,2,2,5,4,3,1,0,0,0,1,1,0,0,1,1,1,0.052488865569157994,2,9
6280,2896,1,780,1,3,2,3,5,5,0,1,0,0,0,1,1,1,0,1,4,0.7705941176636856,2,17
9344,2576,1,130,3,3,3,3,0,5,0,1,0,1,1,0,1,0,0,1,4,0.11594484911380332,0,16
3326,1866,0,423,3,2,5,5,5,5,0,0,1,1,0,0,1,1,1,1,0,0.6560212164356449,1,15
6497,1830,1,266,2,2,2,0,5,5,1,0,0,0,1,1,1,0,1,3,4,0.4408504737074086,2,17
5549,57,0,719,1,2,4,5,3,5,0,1,0,1,0,1,1,1,0,1,4,0.6164626759973552,0,16
6323,754,1,211,3,2,4,4,4,4,0,1,1,1,0,1,1,1,0,1,1,0.6929842712260817,0,17
14981,1391,1,562,1,1,4,2,4,4,1,1,1,0,0,1,0,0,0,2,4,0.9072964134923152,0,16
1349,1209,0,287,4,2,5,4,4,1,0,0,0,1,1,1,1,0,1,2,3,0.2893565379243238,2,12
5868,580,1,424,0,2,0,3,0,4,1,1,1,0,0,0,1,0,1,3,2,0.2733584592211651,2,20
6751,2786,0,553,1,1,5,4,5,5,1,1,1,1,0,0,0,1,0,3,3,0.7996748285738574,1,20
5044,2071,0,758,1,2,3,2,1,0,0,1,1,1,0,0,1,1,1,3,1,0.9593604387202384,0,16
13544,2650,0,706,3,2,5,5,5,0,1,1,1,0,1,1,1,1,1,3,0,0.3205442305803613,1,20
12121,2543,0,243,5,2,3,5,3,2,1,1,0,0,0,1,0,0,0,2,1,0.23660741478276948,1,15
7539,1765,0,711,2,2,4,5,3,3,0,1,1,1,0,1,1,1,0,2,1,0.27251006500662533,0,15
9777,2803,1,632,2,2,0,4,3,1,0,1,0,0,0,1,1,1,0,2,0,0.9676868415677559,0,15
8319,2293,1,333,5,2,5,5,1,1,0,0,0,1,1,1,0,1,0,2,0,0.98592800421797,1,14
2881,2957,0,327,5,1,2,5,4,0,0,1,0,1,0,0,0,1,1,2,0,0.5115741636950334,0,10
11652,1810,0,714,5,1,2,5,1,0,1,0,0,1,1,1,1,0,1,3,1,0.8456517217965273,2,15
2771,1396,0,105,4,1,2,3,3,5,0,0,0,1,0,0,0,1,0,1,0,0.8397475907802354,1,12
11869,1846,0,761,3,1,3,3,4,4,1,1,0,1,0,0,0,1,1,2,3,0.5659941225925642,1,18
1582,2725,1,78,3,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0.8801011198045706,1,16
8479,1735,0,164,0,3,0,1,3,2,0,0,1,0,1,0,0,1,1,1,0,0.7463066678566886,2,11
5303,2727,1,630,2,1,0,4,4,3,1,0,0,1,1,0,1,1,0,3,3,0.8126586114733926,0,17
2046,1852,1,56,3,3,5,3,0,5,0,1,1,1,0,0,0,0,1,2,0,0.8089070311063765,0,10
5361,93,0,187,5,2,5,5,1,1,0,1,1,1,0,1,0,1,1,2,4,0.7640606551695559,1,17
11669,538,1,51,4,1,2,4,5,5,0,1,1,0,0,0,1,0,0,2,2,0.17928586202041807,2,20
327,230,0,71,0,1,3,2,4,2,0,0,1,1,1,1,0,0,1,2,2,0.5502700058613871,1,11
3139,2471,0,752,2,2,1,0,4,0,0,0,0,1,1,1,0,0,0,2,0,0.6900014021602069,1,4
573,677,1,323,2,2,4,0,1,2,0,1,1,1,0,1,1,1,1,1,4,0.6044235605415209,2,18
4325,1006,0,611,2,1,2,5,0,2,1,1,1,0,0,0,1,1,1,3,3,0.6927649561432676,2,17
12460,2164,0,337,0,1,2,5,5,5,1,0,1,0,1,1,1,1,0,2,1,0.2623751331766023,0,17
5415,1598,1,154,4,3,5,3,1,5,1,1,1,1,1,0,0,0,1,3,4,0.044414028572407394,1,18
14095,1165,1,58,4,1,4,2,3,1,0,1,0,1,1,1,0,1,1,2,0,0.7333104282038021,2,19
3172,1831,1,274,3,3,1,2,2,2,0,0,0,0,0,1,0,1,1,1,2,0.9797010624268977,0,8
8217,2876,0,770,3,1,5,4,1,1,0,1,0,1,0,1,0,1,0,1,2,0.5355107826698023,2,14
5240,700,1,200,2,2,2,3,3,4,0,1,0,0,0,1,1,0,0,2,4,0.023553111286919615,0,13
4625,1926,1,294,5,2,2,0,4,4,0,1,0,1,0,0,1,1,0,1,1,0.6666903725484112,0,12
7777,1317,1,321,1,2,1,2,5,2,1,0,1,0,0,1,0,1,1,1,2,0.6797836566703664,2,16
1847,390,1,328,3,1,4,5,3,2,1,1,1,1,0,0,0,0,0,1,4,0.7273268452591847,1,16
2181,1858,0,389,4,1,0,2,4,3,1,0,1,1,1,0,0,0,0,2,0,0.007432348035959935,2,14
7372,2495,1,283,2,2,2,0,2,0,0,0,0,1,1,0,1,1,1,2,3,0.4104465708577003,0,12
14950,2800,1,175,4,1,2,4,2,4,0,0,1,0,1,1,1,1,1,1,0,0.2066013017981223,1,18
6550,2194,0,609,2,2,5,4,1,2,0,1,1,1,1,1,1,0,1,3,3,0.2569217170109803,0,13
865,1404,1,348,0,3,3,4,5,2,0,0,0,1,1,1,1,0,1,2,4,0.24083321697315074,2,13
10936,498,1,431,3,3,1,4,2,2,0,1,1,1,1,0,0,0,0,3,2,0.15077420972063815,0,11
8684,1491,0,693,5,1,2,3,5,5,0,1,1,1,0,1,0,1,1,1,0,0.07290156141583215,1,16
11382,126,0,381,0,2,3,4,1,2,1,0,1,1,1,1,0,0,0,3,3,0.23902257829652418,0,14
6716,945,0,271,3,2,5,4,0,2,1,1,1,1,1,1,0,0,0,3,4,0.02681642621573177,0,12
192,598,0,491,5,1,5,3,5,3,1,0,1,1,0,0,0,0,0,2,0,0.6331764878364714,0,10
12529,847,0,546,5,1,0,2,4,5,0,1,0,1,1,1,0,0,1,1,0,0.15230866034488122,1,11
1460,1502,1,330,5,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.24907053891574127,0,11
12715,1558,1,598,4,2,0,4,5,3,0,1,0,0,0,0,1,1,1,3,4,0.10145543080558361,0,16
14966,864,1,157,4,3,3,1,5,1,0,1,0,0,1,0,1,1,1,3,3,0.5607375153283453,0,17
584,2232,1,431,1,3,5,5,2,3,1,0,1,0,1,0,0,0,0,3,4,0.5781462017024884,1,13
9958,2751,0,324,4,2,4,0,5,0,1,1,1,1,0,0,1,1,1,1,3,0.9286857200428333,2,20
3414,1633,0,115,2,2,5,1,2,0,1,1,1,1,0,1,1,1,0,2,3,0.5590842751476819,2,18
1082,695,0,519,1,3,1,0,5,1,1,0,0,0,0,0,0,1,0,2,4,0.2705081451098198,1,8
3392,1875,1,618,2,2,4,1,4,1,0,1,1,1,0,0,1,1,1,3,0,0.29772060509877807,1,18
9652,769,0,618,1,2,3,4,4,0,1,0,1,0,0,1,0,1,0,2,4,0.03658765602587999,1,16
14478,1572,0,625,2,3,1,5,5,4,1,0,0,0,1,1,1,0,1,3,1,0.7698858925751655,1,13
6135,2710,1,434,1,1,2,1,0,0,1,1,1,1,0,0,1,0,1,2,4,0.6479418379558735,1,19
14914,2581,0,521,3,1,3,2,0,1,1,0,1,1,0,0,1,1,1,3,0,0.23974213439379177,2,20
13515,1119,0,795,5,3,5,5,2,4,1,0,1,1,1,0,1,1,0,3,2,0.28891502198009644,0,18
4550,1516,1,571,3,3,3,1,4,1,1,0,1,1,0,0,1,0,0,1,0,0.26824253546731913,1,16
1222,697,1,265,1,1,0,0,1,3,0,1,0,1,0,1,1,1,1,1,4,0.8757403167382998,2,16
9130,841,0,397,0,3,4,2,5,0,0,0,0,0,0,1,0,1,1,1,2,0.8703367104446998,1,11
11580,628,1,101,1,2,5,5,5,3,1,0,1,1,1,0,0,0,1,3,0,0.680197277966914,0,13
4567,2098,0,62,0,2,5,1,1,2,0,0,0,0,1,0,1,0,0,1,2,0.9937051509553992,1,12
8057,2206,1,686,5,1,1,0,4,3,0,0,0,1,0,1,1,0,0,3,4,0.9691167809631486,2,15
1691,509,1,708,2,3,5,5,3,2,0,1,0,1,1,1,0,0,0,3,0,0.9431812890230035,2,9
521,2363,1,510,1,3,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0.27563232053110986,1,11
2990,1211,1,221,0,2,2,4,3,5,0,1,1,0,0,0,0,0,0,1,1,0.7922007644122476,0,11
8788,93,0,435,5,3,1,0,1,1,1,1,1,1,1,1,1,1,0,2,3,0.9605341359611062,0,18
4776,2983,0,189,1,3,2,5,4,4,1,0,1,1,0,1,1,0,0,3,3,0.8221247213423268,1,11
11839,1583,0,639,3,2,1,2,1,4,0,0,1,0,0,0,0,1,0,3,4,0.9363519460396821,2,13
7720,1032,1,333,3,3,5,3,0,2,0,1,0,1,1,1,0,1,0,2,2,0.6281808604951699,2,14
13375,2359,0,557,1,3,0,0,1,1,0,1,0,0,1,1,0,1,0,2,3,0.1501416837146804,1,12
11067,2825,1,580,1,1,5,2,5,2,1,0,1,1,0,1,1,0,0,3,0,0.8650634698704566,1,20
3773,682,0,300,4,1,3,5,5,4,1,0,1,1,0,0,0,0,0,2,0,0.022236490256889563,0,13
14167,2249,1,350,5,1,1,3,4,4,0,1,1,0,0,1,1,1,0,3,1,0.9920013934269478,2,20
413,2310,1,569,3,2,3,1,4,5,0,0,0,1,1,0,0,0,0,2,2,0.6782395237269088,1,6
10408,1307,1,727,2,1,4,0,4,5,0,0,1,0,1,0,0,1,1,1,0,0.16730715431559462,0,16
3359,2960,0,114,1,1,3,4,0,5,1,1,1,1,1,1,0,1,0,2,0,0.8055752151701527,0,16
595,672,0,521,4,3,4,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.1329606569535673,0,6
3290,2027,0,366,5,2,1,4,0,5,1,1,0,1,1,1,1,0,0,2,2,0.13411113612161374,2,14
6715,410,0,268,1,3,0,2,0,5,1,1,0,1,0,1,0,0,1,2,0,0.9397628342353946,0,8
12971,2417,1,85,3,3,0,2,1,2,1,0,1,0,1,0,0,0,0,1,1,0.6906865136188343,1,13
1986,2319,1,377,0,1,3,5,3,2,1,0,0,1,0,0,0,1,0,3,3,0.19399580458851673,2,13
14018,259,1,146,5,2,0,3,1,5,0,0,1,1,1,1,0,0,1,3,1,0.6800386039981507,1,14
9204,980,1,117,0,1,4,4,5,4,1,0,1,0,1,1,0,1,0,2,1,0.27502255386208785,2,20
11247,1656,0,134,3,2,0,2,0,4,1,0,1,1,0,1,1,1,1,1,3,0.28892834341469054,1,18
12048,538,0,526,2,1,0,5,2,0,1,1,1,1,1,1,1,0,1,3,0,0.45016862530415713,0,17
932,650,1,205,5,1,5,4,3,1,1,1,1,0,0,0,1,0,1,1,2,0.49137218321074017,1,17
3890,823,0,232,4,1,5,2,3,1,1,1,0,1,1,1,0,1,1,1,2,0.7231290265271659,1,17
6973,927,1,65,1,2,0,4,2,1,0,0,1,1,1,1,1,1,1,1,3,0.7925738581510386,2,16
9112,1537,1,3,1,3,2,5,3,5,1,1,1,1,0,1,0,1,0,1,1,0.4133782825058616,0,16
4661,749,1,2,1,1,2,3,1,3,1,0,0,1,1,1,0,1,0,1,2,0.18054373307284666,1,14
11227,2549,0,258,4,2,3,1,2,1,0,1,0,0,0,0,1,1,1,3,3,0.1551117167550381,0,17
13758,2510,1,714,4,2,5,0,2,5,1,1,0,0,0,0,0,0,0,2,3,0.8744317752885783,0,15
9107,2007,0,324,3,2,1,2,2,0,1,0,1,1,0,0,1,0,0,1,3,0.8099514979552428,0,13
14491,2573,1,239,4,3,5,5,1,2,1,1,0,0,1,0,0,0,1,1,3,0.7654044104357912,0,15
5254,305,0,604,1,1,1,5,3,2,0,0,1,0,1,0,1,1,1,2,1,0.7773679464148883,2,16
12551,1223,0,795,5,1,4,5,3,1,0,0,0,1,0,0,1,0,0,3,1,0.48542902812927513,1,14
7338,2224,1,534,1,1,4,5,5,3,0,1,0,1,0,0,1,1,0,1,4,0.7236348044363291,2,20
3253,441,1,797,4,2,3,5,4,2,1,1,0,0,0,1,1,0,0,3,3,0.7890257956170883,0,17
11139,2577,0,317,4,1,2,4,1,5,1,0,1,0,1,0,1,1,1,1,0,0.8240053051301599,1,19
2294,1042,0,598,3,1,0,2,3,3,0,1,0,1,1,0,1,0,0,1,3,0.06904646906194267,1,11
68,2499,0,50,0,3,2,2,4,5,1,1,1,1,0,0,0,1,1,1,1,0.38104236977646466,1,11
691,2371,1,469,4,1,5,0,4,1,0,1,0,1,0,0,0,1,0,3,2,0.7750734146511723,1,12
3133,894,1,42,0,2,2,3,5,3,1,1,1,1,0,0,1,1,0,2,0,0.3372423973430849,0,18
5250,188,0,203,2,3,5,0,0,4,1,1,0,0,0,1,1,0,0,1,2,0.18926223048616564,0,13
8571,152,0,346,0,2,3,1,1,4,0,1,0,1,0,0,1,1,0,1,4,0.565031133710275,1,14
915,1315,0,57,4,2,2,1,4,4,0,1,0,0,1,1,0,0,0,3,2,0.10466304124863657,0,6
823,1190,1,58,1,1,1,1,2,5,1,0,1,1,1,1,1,1,1,1,2,0.6553168626321406,2,17
12729,1287,1,679,1,2,2,1,2,5,1,1,0,0,0,1,1,0,0,1,1,0.07791189370974727,1,15
4782,533,0,685,4,2,1,1,0,0,1,1,1,1,1,0,1,0,0,1,3,0.1546914744879999,1,14
10596,2626,0,510,3,3,4,4,5,0,1,0,0,0,1,1,1,1,0,2,2,0.7700526847980819,0,14
11580,273,1,317,5,2,4,2,4,1,1,1,0,1,1,0,0,0,1,3,1,0.0707392416677024,0,16
3568,1343,1,432,4,3,5,4,2,5,1,0,0,0,0,1,0,0,0,2,1,0.5596173341608699,0,10
11184,1898,0,371,4,1,3,4,4,3,0,1,0,0,1,0,1,0,0,2,0,0.26121573724082015,1,17
6845,1934,0,206,5,1,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0.5695322494422944,1,11
7034,2211,0,110,3,2,2,0,1,5,1,1,1,1,1,0,1,1,0,2,0,0.18419429412916755,1,18
13363,1514,1,22,3,1,0,4,3,4,0,0,0,1,0,0,0,0,1,3,2,0.8546074249811952,1,11
2617,693,0,427,2,3,1,1,2,5,0,1,0,1,1,1,0,0,0,1,4,0.22800418882705709,1,8
1724,2748,0,744,2,2,0,3,1,4,1,0,0,0,1,1,0,0,1,1,1,0.3148671649758451,0,3
10925,1305,0,786,2,2,2,2,3,5,1,0,1,0,0,0,0,0,1,2,3,0.9858256788352027,2,11
11622,507,1,683,3,3,5,1,0,4,0,1,1,1,0,1,0,1,1,1,0,0.008962478024764575,2,16
789,2472,1,10,0,2,0,0,3,3,0,1,1,0,1,0,1,0,1,2,4,0.6328518756383912,2,13
1595,1677,1,571,4,2,0,4,1,3,1,1,1,1,1,1,0,0,0,1,4,0.4484392530732757,2,11
12806,660,0,743,2,2,0,5,5,5,0,0,1,0,1,1,0,0,1,3,3,0.3799089883130258,1,9
10501,256,1,746,0,2,3,5,2,4,0,0,1,1,1,1,0,1,0,1,3,0.033877742548033885,0,15
9377,1593,1,514,4,3,0,0,5,3,0,1,0,1,1,0,0,0,1,2,0,0.9858853541600178,0,11
5177,1516,1,143,5,3,2,2,0,0,1,1,0,1,0,1,0,1,0,1,0,0.4973123781370322,2,17
6997,966,1,741,5,1,5,4,4,1,0,1,1,1,0,1,0,0,0,3,4,0.8792965731779874,2,19
6670,2418,1,520,5,3,2,3,5,4,0,1,1,0,0,1,1,0,1,1,1,0.18516752803343595,0,14
9115,2190,0,293,0,3,0,4,0,2,0,1,0,0,1,0,0,0,0,3,4,0.667994371077865,0,9
4605,1481,0,324,5,2,3,0,3,0,0,1,1,0,0,0,1,1,1,1,2,0.7745569999044839,0,17
10542,1231,0,192,1,2,1,1,1,4,1,0,0,0,1,0,1,0,1,1,3,0.5073689721749864,1,11
5695,2969,0,290,1,2,0,0,0,4,0,1,0,0,1,0,0,0,0,3,3,0.5897015408467527,2,10
8993,2196,0,638,5,1,3,2,0,3,0,0,0,1,0,0,1,1,0,2,2,0.6230290561456862,0,16
13799,2322,1,418,4,1,4,3,2,0,1,1,0,1,0,0,1,1,1,3,3,0.0988155738576657,0,20
14115,901,1,459,0,3,2,5,3,1,0,0,0,1,1,1,1,0,0,2,4,0.7166857938685144,1,12
7174,490,0,47,0,2,4,2,2,5,0,1,0,1,1,1,0,1,1,1,2,0.2831726107520923,1,13
9095,769,1,106,5,1,2,2,5,2,0,0,0,1,1,1,0,0,1,2,1,0.9750741055601605,0,12
3782,634,0,263,3,2,1,1,2,4,1,1,0,0,0,0,0,1,1,2,1,0.4441196945573992,2,10
2333,2064,0,252,2,1,5,0,3,1,0,0,0,0,0,1,0,0,0,3,3,0.34915121337454924,1,9
9571,113,1,538,4,3,3,1,0,5,1,0,0,0,1,0,0,1,1,2,2,0.2922628695655789,1,18
8719,817,0,520,0,2,1,1,1,2,1,1,1,1,1,0,0,1,0,1,2,0.6246462523864927,1,13
10968,609,1,731,2,2,4,4,1,5,1,0,1,1,1,0,1,0,1,1,1,0.29962441970910014,1,20
11333,1783,0,157,5,1,3,0,3,1,1,1,0,0,0,1,1,1,0,1,2,0.3945898342067091,0,20
14601,719,1,525,4,3,4,5,3,3,1,1,0,1,1,0,0,0,1,1,4,0.06681155903930258,2,18
7048,1592,1,28,0,3,0,4,1,0,0,1,0,1,0,1,0,0,1,2,1,0.4340739513957398,1,12
12472,1321,1,537,5,3,4,5,1,4,0,0,0,1,0,0,0,0,0,2,0,0.7674305291490539,2,12
13490,2465,1,725,1,2,1,0,5,2,0,0,0,0,0,0,1,0,1,2,3,0.3543910367424741,2,15
12747,2841,1,142,0,3,1,1,4,5,1,0,1,1,0,1,0,0,0,1,0,0.9007544243607551,1,13
13783,667,1,626,1,1,0,3,3,4,0,1,1,0,1,0,1,0,0,2,3,0.8548371549783109,1,17
5463,2044,0,217,5,1,3,4,5,2,1,0,1,0,0,0,0,1,0,2,4,0.8664127891943635,2,20
1319,1171,0,592,1,2,4,0,2,1,1,1,1,1,1,1,0,0,0,3,0,0.3635249886003312,0,11
7918,1341,1,712,3,1,5,4,0,4,0,0,1,1,0,1,0,1,1,1,1,0.8562317589323414,0,18
13917,1133,1,66,5,1,4,0,0,0,0,1,1,0,0,1,1,1,0,1,4,0.1330770569960572,0,20
12423,2597,0,760,5,2,4,4,4,2,1,1,0,1,0,1,0,1,0,1,1,0.9636676568021311,1,14
2653,2508,0,143,3,2,3,3,5,3,1,1,1,1,1,0,0,0,1,1,2,0.6844323818946715,0,10
6011,1213,0,140,2,3,1,0,3,5,1,1,1,0,0,1,0,0,1,2,1,0.672627641875746,0,11
9711,1982,0,345,4,1,0,3,0,1,1,1,0,1,1,1,0,1,1,2,3,0.06812108161793018,1,17
8619,1401,0,464,2,3,5,5,0,5,0,1,0,1,1,0,0,1,1,1,0,0.9696542109990333,1,11
7607,513,1,95,3,1,3,3,0,3,0,1,1,1,0,1,1,0,1,3,0,0.6245819875568032,2,19
1730,2799,0,407,2,2,0,5,1,1,0,1,0,0,0,0,0,1,1,2,4,0.24061512400151364,2,7
13412,1710,0,117,4,1,2,3,4,0,1,1,1,1,0,0,1,1,1,3,0,0.4104753522709391,1,19
8483,1998,0,696,4,2,0,4,5,3,1,1,1,0,0,0,0,0,0,1,4,0.8068523077651657,1,13
9161,2260,1,443,0,3,2,2,2,1,1,1,0,0,0,0,0,1,0,1,3,0.858061105226025,2,17
5732,109,0,756,2,2,0,1,1,3,1,0,1,0,0,1,0,0,0,1,2,0.028439635711687283,2,12
14651,382,0,379,3,1,2,2,3,1,1,0,1,0,1,1,1,0,1,1,4,0.2729568549991923,0,17
8134,125,1,712,0,2,4,2,4,0,0,0,0,1,1,0,0,0,0,3,2,0.38349260652788997,2,14
5417,1828,1,277,2,2,5,4,1,4,0,1,1,0,0,0,0,1,1,3,3,0.18581684747517624,1,15
119,2414,0,360,5,1,3,2,1,5,0,1,0,0,0,0,1,1,0,2,3,0.871450391994244,0,13
3974,239,1,369,4,3,4,2,4,1,1,1,1,1,1,0,0,1,0,1,0,0.13043752273675513,2,19
6250,1962,0,621,3,1,1,4,5,2,0,0,0,0,1,1,1,0,1,3,3,0.1688779215861117,2,13
13743,345,0,211,5,2,3,1,3,4,1,1,0,1,0,1,0,0,1,1,0,0.8261067766088007,0,14
10328,2598,1,258,2,1,4,1,4,3,0,1,0,0,0,1,1,0,1,1,3,0.7784360433034543,1,19
2057,226,0,675,4,1,0,2,4,5,1,1,1,0,0,1,1,0,0,1,2,0.5313231237492801,0,15
9042,849,1,96,4,3,3,1,3,3,1,0,0,1,1,0,0,1,1,3,2,0.605392915272177,0,14
13379,855,1,209,5,1,0,4,1,3,0,0,0,1,0,1,0,1,0,3,1,0.5033381951303364,2,15
8169,2957,1,547,2,1,4,3,3,2,0,0,0,0,0,0,1,1,1,2,4,0.8098586485682404,1,18
2829,1792,1,777,2,2,3,0,2,2,1,0,0,1,0,0,0,1,1,2,1,0.3573278385301518,1,15
4970,264,0,611,3,1,4,4,3,5,1,0,1,0,1,0,0,1,1,3,4,0.9491964824907182,1,15
805,1929,0,20,0,2,1,1,2,2,0,0,1,0,0,0,0,0,0,2,1,0.7956461999460172,2,6
6545,2750,0,728,4,2,4,2,4,2,1,1,0,1,1,1,1,0,1,2,0,0.17904556830389784,2,17
10237,646,1,432,0,3,5,5,0,2,1,0,1,1,1,0,0,0,0,2,2,0.25882327002056815,0,16
5985,1767,0,615,0,3,1,1,4,2,0,1,0,0,1,1,1,1,1,1,2,0.5260997272881589,1,14
9563,1405,1,370,4,3,4,5,2,5,1,0,1,1,0,1,1,1,1,2,1,0.33451361732507334,1,20
2380,177,0,392,2,2,3,2,3,4,1,1,1,0,1,1,1,0,0,3,3,0.62080227410501,0,13
5755,1342,1,623,4,1,0,0,2,4,0,0,1,1,0,0,0,1,1,1,1,0.7617523800034239,1,16
8351,2648,0,218,5,1,3,3,0,3,1,0,0,1,0,0,0,0,1,2,4,0.9590375516359987,0,14
1066,1608,0,503,0,3,4,3,4,2,0,0,0,1,1,0,0,1,1,2,2,0.07275943760363301,0,8
7397,1827,1,631,3,2,5,4,2,0,1,1,1,0,1,1,0,0,0,3,2,0.2626593956547546,1,18
14299,668,0,760,4,1,4,0,1,5,1,0,0,1,1,1,0,1,0,1,2,0.19771935908244587,2,18
14929,2445,1,95,3,3,4,4,4,3,1,0,0,0,1,0,0,0,1,3,1,0.26526697470235683,0,13
14107,191,1,431,2,1,2,5,4,3,1,1,0,1,0,1,1,0,1,2,3,0.8642979431798744,2,19
12107,2889,0,187,2,2,1,5,2,1,1,1,0,1,1,1,0,1,0,2,0,0.8417148746685238,1,14
8266,294,0,500,5,3,0,0,2,3,0,1,1,0,1,0,1,1,1,1,0,0.1859837095203427,1,15
